Serial,Inlet Temp,Exhaust Temp,CPU1 Temp,CPU2 Temp,CPU Utilization,IO,MEM,Mean RPM,AFan1,AFan2,AFan3,AFan4,AFan5,AFan6,AFan7,BFan1,BFan2,BFan3,BFan4,BFan5,BFan6,BFan7,AFan1,AFan2,AFan3,AFan4,AFan5,AFan6,AFan7,BFan1,BFan2,BFan3,BFan4,BFan5,BFan6,BFan7,Mean PWM
823,23,37,78,73,0.59,0,0,3008.571429,2760,3120,3240,3000,3360,3240,2880,2640,2880,3120,2760,3240,3120,2760,0.09,0.11,0.12,0.1,0.12,0.11,0.09,0.09,0.11,0.12,0.1,0.12,0.11,0.09,0.105714286
824,23,37,78,73,0.6,0,0,3068.571429,2880,3240,3360,3000,3360,3240,2880,2760,3120,3240,2760,3240,3120,2760,0.09,0.11,0.12,0.1,0.12,0.11,0.09,0.09,0.11,0.12,0.1,0.12,0.11,0.09,0.105714286
825,23,37,78,73,0.6,0,0,3068.571429,2880,3240,3360,3000,3360,3240,2880,2760,3120,3240,2760,3240,3120,2760,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.111428571
827,23,37,77,74,0.6,0,0,3445.714286,3480,3960,4200,3480,3360,3240,2880,3360,3840,3960,3360,3240,3120,2760,0.13,0.16,0.17,0.14,0.12,0.11,0.09,0.13,0.16,0.17,0.14,0.12,0.11,0.09,0.131428571
828,23,37,74,74,0.6,0,0,3445.714286,3480,3960,4200,3480,3360,3240,2880,3360,3840,3960,3360,3240,3120,2760,0.13,0.16,0.17,0.14,0.12,0.11,0.09,0.13,0.16,0.17,0.14,0.12,0.11,0.09,0.131428571
829,23,38,73,75,0.6,0,0,3454.285714,3480,3960,4200,3600,3360,3240,2880,3360,3840,3960,3360,3240,3120,2760,0.13,0.16,0.17,0.14,0.12,0.11,0.09,0.13,0.16,0.17,0.14,0.12,0.11,0.09,0.131428571
830,23,38,72,75,0.6,0,0,3454.285714,3480,3960,4200,3600,3360,3240,2880,3360,3840,3960,3360,3240,3120,2760,0.11,0.14,0.15,0.12,0.12,0.11,0.09,0.11,0.14,0.15,0.12,0.12,0.11,0.09,0.12
831,23,38,72,76,0.6,0,0,3222.857143,3240,3600,3720,3120,3360,3240,2880,3120,3240,3480,3000,3240,3120,2760,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.111428571
832,23,38,72,74,0.6,0,0,3222.857143,3240,3600,3720,3120,3360,3240,2880,3120,3240,3480,3000,3240,3120,2760,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.111428571
833,22,38,73,74,0.6,0,0,3154.285714,3000,3360,3600,3120,3360,3240,2880,2880,3240,3360,3000,3240,3120,2760,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.111428571
835,22,38,73,75,0.59,0,0,3154.285714,3000,3360,3600,3120,3360,3240,2880,2880,3240,3360,3000,3240,3120,2760,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.111428571
836,22,38,73,75,0.59,0,0,3154.285714,3000,3360,3600,3120,3360,3240,2880,2880,3240,3360,3000,3240,3120,2760,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.111428571
837,22,38,73,75,0.59,0,0,3154.285714,3000,3360,3600,3120,3360,3240,2880,2880,3240,3360,3000,3240,3120,2760,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.111428571
839,22,38,73,75,0.6,0,0,3154.285714,3000,3360,3600,3120,3360,3240,2880,2880,3240,3360,3000,3240,3120,2760,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.111428571
840,22,38,74,74,0.6,0,0,3154.285714,3000,3360,3600,3120,3360,3240,2880,2880,3240,3360,3000,3240,3120,2760,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.111428571
841,22,38,74,74,0.6,0,0,3154.285714,3000,3360,3600,3120,3360,3240,2880,2880,3240,3360,3000,3240,3120,2760,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.111428571
842,22,38,74,74,0.6,0,0,3154.285714,3000,3360,3600,3120,3360,3240,2880,2880,3240,3360,3000,3240,3120,2760,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.111428571
843,22,38,75,74,0.6,0,0,3154.285714,3000,3360,3600,3120,3360,3240,2880,2880,3240,3360,3000,3240,3120,2760,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.111428571
844,22,38,73,74,0.6,0,0,3154.285714,3000,3360,3600,3120,3360,3240,2880,2880,3240,3360,3000,3240,3120,2760,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.111428571
845,23,38,74,75,0.61,0,0,3154.285714,3000,3360,3600,3120,3360,3240,2880,2880,3240,3360,3000,3240,3120,2760,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.111428571
846,23,38,74,76,0.61,0,0,3154.285714,3000,3360,3600,3120,3360,3240,2880,2880,3240,3360,3000,3240,3120,2760,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.111428571
847,23,38,74,76,0.61,0,0,3154.285714,3000,3360,3600,3120,3360,3240,2880,2880,3240,3360,3000,3240,3120,2760,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.111428571
848,23,38,74,77,0.61,0,0,3154.285714,3000,3360,3600,3120,3360,3240,2880,2880,3240,3360,3000,3240,3120,2760,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.111428571
849,23,38,74,77,0.64,0,0,3154.285714,3000,3360,3600,3120,3360,3240,2880,2880,3240,3360,3000,3240,3120,2760,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.111428571
851,23,38,75,76,0.64,0,0,3154.285714,3000,3360,3600,3120,3360,3240,2880,2880,3240,3360,3000,3240,3120,2760,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.111428571
852,23,38,75,76,0.64,0,0,3154.285714,3000,3360,3600,3120,3360,3240,2880,2880,3240,3360,3000,3240,3120,2760,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.111428571
853,23,38,75,77,0.64,0,0,3154.285714,3000,3360,3600,3120,3360,3240,2880,2880,3240,3360,3000,3240,3120,2760,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.111428571
854,23,38,74,77,0.64,0,0,3154.285714,3000,3360,3600,3120,3360,3240,2880,2880,3240,3360,3000,3240,3120,2760,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.111428571
855,23,38,73,77,0.64,0,0,3154.285714,3000,3360,3600,3120,3360,3240,2880,2880,3240,3360,3000,3240,3120,2760,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.1,0.12,0.13,0.11,0.12,0.11,0.09,0.111428571
856,23,38,74,77,0.64,0,0,3154.285714,3000,3360,3600,3120,3360,3240,2880,2880,3240,3360,3000,3240,3120,2760,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
857,23,38,74,77,0.64,0,0,3222.857143,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3240,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
858,23,38,75,77,0.64,0,0,3222.857143,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3240,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
859,23,38,75,76,0.64,0,0,3222.857143,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3240,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
860,23,38,74,76,0.64,0,0,3222.857143,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3240,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
861,23,38,74,76,0.64,0,0,3222.857143,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3240,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
862,23,38,75,76,0.64,0,0,3222.857143,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3240,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
863,23,38,75,75,0.64,0,0,3214.285714,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3120,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
864,23,38,75,75,0.62,0,0,3214.285714,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3120,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
865,23,38,76,75,0.62,0,0,3214.285714,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3120,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
866,23,38,76,73,0.62,0,0,3214.285714,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3120,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
868,23,38,76,74,0.6,0,0,3214.285714,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3120,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
869,23,38,76,74,0.6,0,0,3214.285714,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3120,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
871,23,38,75,74,0.6,0,0,3222.857143,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3240,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
872,23,38,74,74,0.6,0,0,3222.857143,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3240,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
873,23,38,76,74,0.6,0,0,3222.857143,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3240,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
874,23,38,76,74,0.6,0,0,3222.857143,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3240,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
875,23,38,76,74,0.6,0,0,3222.857143,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3240,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
876,23,38,76,73,0.6,0,0,3222.857143,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3240,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
877,23,38,76,73,0.6,0,0,3214.285714,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3120,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
878,23,38,77,73,0.6,0,0,3214.285714,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3120,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
879,23,38,77,73,0.6,0,0,3222.857143,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3240,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
880,23,38,77,73,0.6,0,0,3222.857143,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3240,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
881,23,38,75,73,0.6,0,0,3214.285714,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3120,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
882,23,38,74,74,0.6,0,0,3214.285714,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3120,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
884,23,38,74,74,0.6,0,0,3214.285714,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3120,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
885,23,38,74,74,0.6,0,0,3214.285714,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3120,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
886,23,38,74,74,0.6,0,0,3222.857143,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3240,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
887,23,38,73,74,0.6,0,0,3222.857143,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3240,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
888,23,38,73,74,0.6,0,0,3214.285714,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3120,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
889,23,38,73,74,0.6,0,0,3214.285714,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3120,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
890,23,38,73,74,0.6,0,0,3222.857143,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3240,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
891,23,38,73,74,0.6,0,0,3222.857143,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3240,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
892,23,38,73,74,0.6,0,0,3214.285714,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3120,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
893,23,38,73,74,0.6,0,0,3214.285714,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3120,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
894,23,38,73,74,0.6,0,0,3222.857143,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3240,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
895,23,38,75,74,0.6,0,0,3222.857143,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3240,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
896,23,38,75,74,0.61,0,0,3214.285714,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3120,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
897,23,38,75,74,0.61,0,0,3214.285714,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3120,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
898,23,38,75,74,0.61,0,0,3214.285714,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3120,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
899,23,38,76,74,0.61,0,0,3214.285714,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3120,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
900,23,38,76,74,0.64,0,0,3214.285714,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3120,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
901,23,38,76,74,0.64,0,0,3214.285714,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3120,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
902,23,38,76,74,0.64,0,0,3222.857143,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3240,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
903,23,38,76,74,0.64,0,0,3222.857143,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3240,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
904,23,38,76,73,0.61,0,0,3222.857143,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3240,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
905,23,38,76,73,0.61,0,0,3222.857143,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3240,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
906,23,38,76,73,0.61,0,0,3222.857143,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3240,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
907,23,38,76,72,0.6,0,0,3222.857143,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3240,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
908,23,38,76,72,0.6,0,0,3222.857143,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3240,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
909,23,38,76,72,0.6,0,0,3222.857143,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3240,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
910,23,38,76,72,0.6,0,0,3214.285714,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3120,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
911,23,38,77,72,0.59,0,0,3214.285714,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3120,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
912,23,38,77,72,0.59,0,0,3214.285714,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3120,2880,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.1,0.12,0.13,0.11,0.13,0.12,0.1,0.115714286
913,23,38,76,73,0.59,0,0,3214.285714,3000,3360,3600,3120,3600,3360,3120,2880,3240,3360,3000,3360,3120,2880,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.12
914,23,38,75,73,0.59,0,0,3291.428571,3240,3600,3720,3120,3600,3360,3120,3120,3360,3480,3000,3360,3120,2880,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.12
916,23,38,75,73,0.59,0,0,3300,3240,3600,3720,3120,3600,3360,3120,3120,3360,3480,3000,3360,3240,2880,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.12
917,23,38,75,73,0.59,0,0,3300,3240,3600,3720,3120,3600,3360,3120,3120,3360,3480,3000,3360,3240,2880,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.12
918,23,38,75,73,0.59,0,0,3291.428571,3240,3600,3720,3120,3600,3360,3120,3120,3360,3480,3000,3360,3120,2880,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.12
919,23,38,75,73,0.59,0,0,3291.428571,3240,3600,3720,3120,3600,3360,3120,3120,3360,3480,3000,3360,3120,2880,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.12
920,23,38,75,73,0.59,0,0,3291.428571,3240,3600,3720,3120,3600,3360,3120,3120,3360,3480,3000,3360,3120,2880,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.12
921,23,38,75,73,0.59,0,0,3291.428571,3240,3600,3720,3120,3600,3360,3120,3120,3360,3480,3000,3360,3120,2880,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.12
922,23,38,75,72,0.6,0,0,3291.428571,3240,3600,3720,3120,3600,3360,3120,3120,3360,3480,3000,3360,3120,2880,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.12
923,23,38,75,72,0.6,0,0,3291.428571,3240,3600,3720,3120,3600,3360,3120,3120,3360,3480,3000,3360,3120,2880,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.12
924,23,38,75,72,0.6,0,0,3291.428571,3240,3600,3720,3120,3600,3360,3120,3120,3360,3480,3000,3360,3120,2880,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.12
925,23,38,74,73,0.6,0,0,3291.428571,3240,3600,3720,3120,3600,3360,3120,3120,3360,3480,3000,3360,3120,2880,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.12
926,23,38,74,73,0.6,0,0,3291.428571,3240,3600,3720,3120,3600,3360,3120,3120,3360,3480,3000,3360,3120,2880,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.12
927,23,38,74,72,0.6,0,0,3291.428571,3240,3600,3720,3120,3600,3360,3120,3120,3360,3480,3000,3360,3120,2880,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.12
928,23,38,74,73,0.6,0,0,3300,3240,3600,3720,3120,3600,3360,3120,3120,3360,3480,3000,3360,3240,2880,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.12
929,23,38,73,73,0.6,0,0,3300,3240,3600,3720,3120,3600,3360,3120,3120,3360,3480,3000,3360,3240,2880,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.12
931,23,38,73,73,0.6,0,0,3300,3240,3600,3720,3120,3600,3360,3120,3120,3360,3480,3000,3360,3240,2880,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.12
932,23,38,73,74,0.6,0,0,3300,3240,3600,3720,3120,3600,3360,3120,3120,3360,3480,3000,3360,3240,2880,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.12
933,23,38,73,74,0.6,0,0,3300,3240,3600,3720,3120,3600,3360,3120,3120,3360,3480,3000,3360,3240,2880,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.12
934,23,38,73,73,0.6,0,0,3300,3240,3600,3720,3120,3600,3360,3120,3120,3360,3480,3000,3360,3240,2880,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.12
935,23,38,73,73,0.6,0,0,3291.428571,3240,3600,3720,3120,3600,3360,3120,3120,3360,3480,3000,3360,3120,2880,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.12
936,23,38,73,73,0.6,0,0,3291.428571,3240,3600,3720,3120,3600,3360,3120,3120,3360,3480,3000,3360,3120,2880,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.12
937,23,38,73,73,0.6,0,0,3291.428571,3240,3600,3720,3120,3600,3360,3120,3120,3360,3480,3000,3360,3120,2880,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.12
938,23,38,73,73,0.6,0,0,3291.428571,3240,3600,3720,3120,3600,3360,3120,3120,3360,3480,3000,3360,3120,2880,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.12
940,23,38,73,73,0.6,0,0,3291.428571,3240,3600,3720,3120,3600,3360,3120,3120,3360,3480,3000,3360,3120,2880,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.11,0.13,0.14,0.11,0.13,0.12,0.1,0.12
